employer_name,employee_city,employee_state,regular_hourly_rate_parsed_counts
Starbucks Corporation,Fontana,CA,"{""21.26"": 1}"
Starbucks Corporation,Irvine,CA,"{""25.72"": 1}"
Starbucks Corporation,Long Beach,CA,"{""27.27"": 1}"
Starbucks Corporation,Los Angeles,CA,"{""20.25"": 1}"
Starbucks Corporation,Mission Viejo,CA,"{""27.01"": 1}"
Starbucks Corporation,Sylmar,CA,"{""21.26"": 1}"
Starbucks Corporation,Tulare,CA,"{""25.56"": 1}"
Starbucks Corporation,Belleview,FL,"{""16.5"": 1}"
Starbucks Corporation,Davie,FL,"{""20.93"": 1}"
Starbucks Corporation,Lauderhill,FL,"{""20.6"": 1}"
Starbucks Corporation,Miami,FL,"{""18.43"": 1, ""21.34"": 1}"
Starbucks Corporation,Chicago,IL,"{""17.25"": 1, ""23.01"": 1, ""24.65"": 1, ""24.94"": 1}"
Starbucks Corporation,Oswego,IL,"{""20.0"": 1}"
Starbucks Corporation,Danville,IN,"{""19.62"": 1}"
Starbucks Corporation,Indianapolis,IN,"{""15.25"": 1}"
Starbucks Corporation,Indianpolis,IN,"{""19.37"": 1}"
Starbucks Corporation,Metairie,LA,"{""15.25"": 1}"
Starbucks Corporation,New Orleans,LA,"{""16.75"": 1}"
Starbucks Corporation,Baltimore,MD,"{""20.0"": 1}"
Starbucks Corporation,Glen Burnie,MD,"{""15.75"": 1}"
Starbucks Corporation,Laurel Hill,NC,"{""20.4"": 1}"
Starbucks Corporation,Waynesville,NC,"{""16.0"": 1}"
Starbucks Corporation,North Bergen,NJ,"{""17.0"": 1}"
Starbucks Corporation,Bronx,NY,"{""30.05"": 1}"
Starbucks Corporation,Pearl River,NY,"{""17.59"": 1}"
Starbucks Corporation,Columbus,OH,"{""15.75"": 1, ""21.63"": 1}"
Starbucks Corporation,Gahanna,OH,"{""21.0"": 1}"
Starbucks Corporation,Warsaw,OH,"{""20.0"": 1}"
Starbucks Corporation,Tulsa,OK,"{""15.25"": 1}"
Starbucks Corporation,North Kingstown,RI,"{""15.75"": 1}"
Starbucks Corporation,Central,SC,"{""15.25"": 1}"
Starbucks Corporation,Columbia,SC,"{""19.37"": 1}"
Starbucks Corporation,Knoxville,TN,"{""15.56"": 1}"
Starbucks Corporation,Nashville,TN,"{""23.08"": 1}"
Starbucks Corporation,Corsicana,TX,"{""15.25"": 1}"
Starbucks Corporation,Giddings,TX,"{""15.25"": 1}"
Starbucks Corporation,Irving,TX,"{""15.91"": 1}"
Starbucks Corporation,Texarkana,TX,"{""23.11"": 1}"
Starbucks Corporation,Chantilly,VA,"{""21.7"": 1}"
Starbucks Corporation,Richmond,VA,"{""35.48"": 1}"
Starbucks Corporation,Milwaukee,WI,"{""17.04"": 1}"
"T-Mobile USA, Inc.",11620 Taylor Rd Thonotosassa,FL,"{""20.0"": 1}"
"T-Mobile USA, Inc.",266 Enos Ave Lake Placid,FL,"{""16.5"": 1}"
"T-Mobile USA, Inc.",1673 Plantation Cir Lincolton,GA,"{""30.0119"": 1}"
"T-Mobile USA, Inc.",1717 Geary St Waycross,GA,"{""16.5"": 1}"
"T-Mobile USA, Inc.",521 Sebastian Dr Grovetown,GA,"{""16.5"": 1}"
"T-Mobile USA, Inc.",10223 Cherry Lane,"ID","{""20.6"": 1}"
"T-Mobile USA, Inc.",1167 S Lombard Ave Evansville,IN,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3321 West 32Nd Street D Indianapolis,IN,"{""16.0"": 1}"
"T-Mobile USA, Inc.",6842 Magoun Ave Hammond,IN,"{""18.0"": 1}"
"T-Mobile USA, Inc.",4305 Midtown Square,MD,"{""24.84"": 1}"
"T-Mobile USA, Inc.",29130 Heritage Ct Southfield,MI,"{""18.0"": 1}"
"T-Mobile USA, Inc.",3440 S Delaware Ave,MO,"{""25.24"": 1}"
"T-Mobile USA, Inc.",Springfield,MO,"{""20.0"": 1}"
"T-Mobile USA, Inc.",1937 Pavilion Dr Whitsett,NC,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3725 S 74Th St,NE,"{""16.5"": 1}"
"T-Mobile USA, Inc.",330 Elmwood Terrace Rochester,NY,"{""20.0"": 1}"
"T-Mobile USA, Inc.",4275 Bailey Ave Amherst,NY,"{""16.5"": 1}"
"T-Mobile USA, Inc.",441 S Main St,NY,"{""16.5"": 1}"
"T-Mobile USA, Inc.",636 West 136Th Street New York,NY,"{""20.0"": 1}"
"T-Mobile USA, Inc.",Seward Ave,NY,"{""20.0"": 1}"
"T-Mobile USA, Inc.",1160 Mccarley Drive West Columbus,OH,"{""22.19"": 1}"
"T-Mobile USA, Inc.",134 E 5Th Pl Mounds,OK,"{""16.5"": 1}"
"T-Mobile USA, Inc.",2915 SW 24Th Ct Redmond,OR,"{""16.5"": 1}"
"T-Mobile USA, Inc.",131 Constitution Ave Jessup,PA,"{""24.1947"": 1}"
"T-Mobile USA, Inc.",21775 Vista Drive Sugartown,PA,"{""23.74"": 1}"
"T-Mobile USA, Inc.",1630 Oldmill Road Campobello,SC,"{""16.5"": 1}"
"T-Mobile USA, Inc.",1004 Sage Dr Galena Park,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",12904 Elam Rd,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",1847 Babcock Road 2002 San Antonio,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",20614 Stone Oak Pkwy,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3435 Fredericksburg Rd 802 San Antonio,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3500 Hillridge Dr 219A Plano,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",3515 Arista Blvd,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",6431 Cibolo Springs Converse,TX,"{""16.5"": 1}"
"T-Mobile USA, Inc.",8803 Byron Ln Houston,TX,"{""16.0"": 1}"
"T-Mobile USA, Inc.",2616 Fort Farnsworth Rd 246 2C Alexandria,VA,"{""18.0"": 1}"
"T-Mobile USA, Inc.",4732 La Fitte Ct Alexandria,VA,"{""18.0"": 1}"
"T-Mobile USA, Inc.",600 Greystone Court Fredericksburg,VA,"{""18.0"": 1}"
"T-Mobile USA, Inc.",123 Encrypted Street Bellevue,WA,"{""20.0"": 1}"
"T-Mobile USA, Inc.",5646 S 150Th Pl Tukwila,WA,"{""29.5"": 1}"
"TEKsystems, Inc.",Gilbert,AZ,"{""31.0"": 1}"
"TEKsystems, Inc.",Mesa,AZ,"{""19.25"": 1}"
"TEKsystems, Inc.",Tampa,AZ,"{""21.0"": 1}"
"TEKsystems, Inc.",Tolleson,AZ,"{""19.25"": 1}"
"TEKsystems, Inc.",Upland,CA,"{""20.0"": 1}"
"TEKsystems, Inc.",Daytona Beach,FL,"{""17.0"": 1}"
"TEKsystems, Inc.",Greensboro,NC,"{""21.0"": 1}"
"TEKsystems, Inc.",Bethlehem,PA,"{""16.5"": 1}"
"TEKsystems, Inc.",Memphis,TN,"{""17.5"": 1, ""21.0"": 1}"
"TEKsystems, Inc.",Dallas,TX,"{""40.0"": 1}"
"TEKsystems, Inc.",El Paso,TX,"{""18.0"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",San Pablo,CA,"{""23.5"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Deltona,FL,"{""28.25"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Lady Lake,FL,"{""29.41"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Cicero,IL,"{""15.5"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Canton,MI,"{""27.0"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",St. Paul,MN,"{""19.95"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",North Brunswick,NJ,"{""16.0"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",New York,NY,"{""27.45"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Springfield Gardens,NY,"{""21.63"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Salem,OR,"{""21.5"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Johnson City,TN,"{""14.5"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Knoxville,TN,"{""27.32"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Houston,TX,"{""27.0"": 1}"
"ULTA SALON, COSMETICS & FRAGRANCE INC.",Laredo,TX,"{""15.0"": 1}"
"UNITED PARCEL SERVICE, INC.",Maricopa,AZ,"{""26.0"": 1}"
"UNITED PARCEL SERVICE, INC.",Fairfield,CA,"{""30.99"": 2}"
"UNITED PARCEL SERVICE, INC.",Turlock,CA,"{""21.0"": 1}"
"UNITED PARCEL SERVICE, INC.",Miami Gardens,FL,"{""26.0"": 1}"
"UNITED PARCEL SERVICE, INC.",Winter Haven,FL,"{""21.0"": 1}"
"UNITED PARCEL SERVICE, INC.",Lithia Springs,GA,"{""22.25"": 1}"
"UNITED PARCEL SERVICE, INC.",Joliet,IL,"{""44.805"": 1}"
"UNITED PARCEL SERVICE, INC.",Detroit,MI,"{""21.0"": 1}"
"UNITED PARCEL SERVICE, INC.",Brick,NJ,"{""45.33"": 1}"
"UNITED PARCEL SERVICE, INC.",Matawan,NJ,"{""21.0"": 1}"
"UNITED PARCEL SERVICE, INC.",Bronx,NY,"{""24.55"": 1}"
"UNITED PARCEL SERVICE, INC.",Walbridge,OH,"{""38.69"": 1}"
"UNITED PARCEL SERVICE, INC.",Houston,TX,"{""21.75"": 1}"
"UNITED PARCEL SERVICE, INC.",San Antonio,TX,"{""21.0"": 1}"
Universal City Development Partners,2939 Woolridge Drive Orlando,FL,"{""20.97"": 1}"
Universal City Development Partners,Bartow,FL,"{""32.5"": 1, ""35.0"": 1}"
Universal City Development Partners,Fern Park,FL,"{""17.72"": 1}"
Universal City Development Partners,Kissimmee,FL,"{""18.5"": 1}"
Universal City Development Partners,Kissimmee Osceola,FL,"{""19.87"": 1, ""20.37"": 1}"
Universal City Development Partners,Minneola,FL,"{""19.34"": 1}"
Universal City Development Partners,Orlando,FL,"{""17.43"": 1, ""18.53"": 1, ""18.83"": 1, ""19.47"": 1, ""21.89"": 1}"
Universal City Development Partners,Winter Garden,FL,"{""23.68"": 1, ""25.5"": 1}"
Universal City Development Partners,Winter Park,FL,"{""23.01"": 1}"
Universal City Development Partners,Winter Springs,FL,"{""19.0"": 1}"
"Universal Protection Service, LLC",Homestead,FL,"{""19.19"": 1}"
"Universal Protection Service, LLC",Port Richey,FL,"{""17.17"": 1}"
"Universal Protection Service, LLC",Sun City Center,FL,"{""15.0"": 1, ""19.0"": 1}"
"Universal Protection Service, LLC",Atlanta,GA,"{""11.5"": 1, ""15.0"": 2}"
"Universal Protection Service, LLC",Decatur,GA,"{""18.54"": 1}"
"Universal Protection Service, LLC",Chicago,IL,"{""20.8"": 1, ""21.01"": 1, ""21.3"": 1}"
"Universal Protection Service, LLC",Chicago Heights,IL,"{""16.0"": 1}"
"Universal Protection Service, LLC",Charlotte,NC,"{""23.0"": 1}"
"Universal Protection Service, LLC",East Orange,NJ,"{""18.0"": 1, ""18.11"": 1, ""22.0"": 1}"
"Universal Protection Service, LLC",Orange,NJ,"{""27.0"": 1}"
"Universal Protection Service, LLC",Reno,NV,"{""22.0"": 1}"
"Universal Protection Service, LLC",Amityville,NY,"{""22.21"": 1}"
"Universal Protection Service, LLC",Bronx,NY,"{""17.17"": 1, ""24.33"": 1, ""25.0"": 1}"
"Universal Protection Service, LLC",Lindenhurst,NY,"{""22.12"": 1, ""22.62"": 1}"
"Universal Protection Service, LLC",Philadelphia,PA,"{""17.25"": 1}"
"Universal Protection Service, LLC",Antioch,TN,"{""16.5"": 1}"
"Universal Protection Service, LLC",Ashburn,VA,"{""19.29"": 1}"
"Universal Protection Service, LLC",Dumfries,VA,"{""25.0"": 1}"
"Universal Protection Service, LLC",Milwaukee,WI,"{""19.0"": 1, ""21.0"": 1}"
"Universal Protection Service, LP",Tucson,AZ,"{""16.5"": 1}"
"Universal Protection Service, LP",Antioch,CA,"{""27.0"": 1}"
"Universal Protection Service, LP",Costa Mesa,CA,"{""21.0"": 1}"
"Universal Protection Service, LP",Eureka,CA,"{""20.0"": 1}"
"Universal Protection Service, LP",Los Angeles,CA,"{""18.35"": 1}"
"Universal Protection Service, LP",Palm Springs,CA,"{""20.0"": 1}"
"Universal Protection Service, LP",Sacramento,CA,"{""23.0"": 1}"
"Universal Protection Service, LP",San Jose,CA,"{""24.1"": 1}"
"Universal Protection Service, LP",Tujunga,CA,"{""18.0"": 1}"
"Universal Protection Service, LP",Vallejo,CA,"{""16.0"": 1}"
"Universal Protection Service, LP",Denver,CO,"{""21.5"": 1}"
"Universal Protection Service, LP",Portland,OR,"{""24.0"": 1}"
"Universal Protection Service, LP",Bedford,TX,"{""18.0"": 1}"
"Universal Protection Service, LP",Dallas,TX,"{""19.56"": 1}"
"Universal Protection Service, LP",El Paso,TX,"{""13.0"": 1}"
"Universal Protection Service, LP",Lewisville,TX,"{""19.2"": 1}"
"Universal Protection Service, LP",Van Vleck,TX,"{""19.5"": 1}"
University of California,Anaheim,CA,"{""28.88"": 1}"
University of California,Elk Grove,CA,"{""30.82"": 1, ""31.55"": 1}"
University of California,Fontana,CA,"{""25.43"": 1}"
University of California,Long Beach,CA,"{""30.07"": 1}"
University of California,Los Angeles,CA,"{""26.79"": 1}"
University of California,Riverside,CA,"{""21.09"": 1}"
University of California,Sacramento,CA,"{""70.436782"": 1, ""83.36"": 1}"
University of California,San Pablo,CA,"{""26.84"": 1}"
University of California,Santa Ana,CA,"{""30.98"": 1}"
University of California,South San Francisco,CA,"{""41.91"": 1}"
University of California,Winters,CA,"{""29.83"": 1}"
"Wal-Mart Associates, Inc.",5901 E 6Th Ave Spc 195 Anchorage,AK,"{""16.0"": 1}"
"Wal-Mart Associates, Inc.",Clanton,AL,"{""14.28"": 2}"
"Wal-Mart Associates, Inc.",2413 W C Street Russellville,AR,"{""15.5"": 1}"
"Wal-Mart Associates, Inc.",Bella Vista,AR,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Mesa,AZ,"{""22.0"": 1}"
"Wal-Mart Associates, Inc.",2790 Stonybrook Ave Merced,CA,"{""22.0"": 1}"
"Wal-Mart Associates, Inc.",Canyon Country,CA,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Covina,CA,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Orangevale,CA,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Roseville,CA,"{""18.5"": 1}"
"Wal-Mart Associates, Inc.",Westminster,CA,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Middletown,DE,"{""24.95"": 1}"
"Wal-Mart Associates, Inc.",1399 South Belcher Rd. Lot Largo,FL,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",8035 Waxwing Avenue Jacksonville,FL,"{""26.8"": 1}"
"Wal-Mart Associates, Inc.",Englewood,FL,"{""15.0"": 1}"
"Wal-Mart Associates, Inc.",Hollywood,FL,"{""15.5"": 1}"
"Wal-Mart Associates, Inc.",Homestead,FL,"{""17.34"": 1}"
"Wal-Mart Associates, Inc.",Lauderhill,FL,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Mulberry,FL,"{""14.57"": 1}"
"Wal-Mart Associates, Inc.",Plant City,FL,"{""18.54"": 1}"
"Wal-Mart Associates, Inc.",5874 Highway S Dawsonville,GA,"{""15.5"": 1}"
"Wal-Mart Associates, Inc.",Austell,GA,"{""15.0"": 1}"
"Wal-Mart Associates, Inc.",Covington,GA,"{""15.0"": 1}"
"Wal-Mart Associates, Inc.",Millen,GA,"{""14.41"": 1}"
"Wal-Mart Associates, Inc.",Boise,"ID","{""20.5"": 1}"
"Wal-Mart Associates, Inc.",1314 Monomoy St. 3 Aurora,IL,"{""16.0"": 1}"
"Wal-Mart Associates, Inc.",5334 W Madison Chicago,IL,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Chicago,IL,"{""16.0"": 1}"
"Wal-Mart Associates, Inc.",Manteno,IL,"{""21.63"": 1}"
"Wal-Mart Associates, Inc.",Metropolis,IL,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Paris,IL,"{""15.0"": 1}"
"Wal-Mart Associates, Inc.",Zion,IL,"{""18.0"": 1}"
"Wal-Mart Associates, Inc.",3535 Woodside Drive Lot 5 Madison,IN,"{""15.0"": 1}"
"Wal-Mart Associates, Inc.",Indianapolis,IN,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Poydras,LA,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Baltimore,MD,"{""18.84"": 1}"
"Wal-Mart Associates, Inc.",Cockeysville,MD,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Hagerstown,MD,"{""23.0"": 1}"
"Wal-Mart Associates, Inc.",Canaan,ME,"{""15.0"": 1}"
"Wal-Mart Associates, Inc.",Freeport,ME,"{""21.0"": 1}"
"Wal-Mart Associates, Inc.",Canton,MI,"{""17.51"": 1}"
"Wal-Mart Associates, Inc.",Flint,MI,"{""17.69"": 1}"
"Wal-Mart Associates, Inc.",Ypsilanti,MI,"{""18.54"": 1}"
"Wal-Mart Associates, Inc.",Farmington,MN,"{""19.0"": 1}"
"Wal-Mart Associates, Inc.",11151 Westport Station Dr A Maryland Heights,MO,"{""20.64"": 1}"
"Wal-Mart Associates, Inc.",1349 Sharondale Circle,MO,"{""24.0"": 1}"
"Wal-Mart Associates, Inc.",Republic,MO,"{""15.5"": 1}"
"Wal-Mart Associates, Inc.",Springfield,MO,"{""15.0"": 1}"
"Wal-Mart Associates, Inc.",1413 Riverside Dr Gautier,MS,"{""17.2"": 1}"
"Wal-Mart Associates, Inc.",1502 Sherwood Drive,NC,"{""19.67"": 1}"
"Wal-Mart Associates, Inc.",5345 Rolling Oak Ln Charlotte,NC,"{""15.61"": 1}"
"Wal-Mart Associates, Inc.",Winston Salem,NC,"{""23.11"": 1}"
"Wal-Mart Associates, Inc.",Lincoln,ND,"{""17.5"": 1}"
"Wal-Mart Associates, Inc.",Jersey City,NJ,"{""20.23"": 1}"
"Wal-Mart Associates, Inc.",Las Vegas,NV,"{""16.0"": 1}"
"Wal-Mart Associates, Inc.",947 Evangeline Rd Cleveland,OH,"{""15.0"": 1}"
"Wal-Mart Associates, Inc.",Delta,OH,"{""18.2"": 1}"
"Wal-Mart Associates, Inc.",Lake Oswego,OR,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Conneautville,PA,"{""19.0"": 1}"
"Wal-Mart Associates, Inc.",Easton,PA,"{""19.84"": 1}"
"Wal-Mart Associates, Inc.",Mechanicsburg,PA,"{""27.0"": 1}"
"Wal-Mart Associates, Inc.",114 Baltimore Cir Darlington,SC,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Greenville,SC,"{""15.3"": 1}"
"Wal-Mart Associates, Inc.",2400 Oakhill Rd,TX,"{""17.0"": 1}"
"Wal-Mart Associates, Inc.",Baytown,TX,"{""16.8"": 1}"
"Wal-Mart Associates, Inc.",Houston,TX,"{""14.0"": 1, ""18.72"": 1}"
"Wal-Mart Associates, Inc.",Midland,TX,"{""19.0"": 1}"
"Wal-Mart Associates, Inc.",San Antonio,TX,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Waco,TX,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Ogden,UT,"{""23.7"": 1}"
"Wal-Mart Associates, Inc.",500 Perrymont Avenue Lynchburg,VA,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Fries,VA,"{""19.54"": 1}"
"Wal-Mart Associates, Inc.",Front Royal,VA,"{""14.0"": 1}"
"Wal-Mart Associates, Inc.",Leesburg,VA,"{""16.0"": 1}"
"Wal-Mart Associates, Inc.",Tacoma,WA,"{""20.0"": 1}"
"Wal-Mart Associates, Inc.",La Crosse,WI,"{""15.8"": 1}"
"Wal-Mart Associates, Inc.",Martinsburg,WV,"{""14.28"": 1}"
"Wells Fargo Bank, N. A.",34051 El Encanto Ave,CA,"{""25.0"": 1}"
"Wells Fargo Bank, N. A.",411 E 118Th St Los Angeles,CA,"{""20.8"": 1}"
"Wells Fargo Bank, N. A.",456 S. Clarence St.,CA,"{""22.0"": 1}"
"Wells Fargo Bank, N. A.",2001 Powers Ferry Rd,GA,"{""21.0"": 1}"
"Wells Fargo Bank, N. A.",475 Pool Rd Hiram,GA,"{""23.8"": 1}"
"Wells Fargo Bank, N. A.",9350 Collegeview Rd,MN,"{""22.2"": 1}"
"Wells Fargo Bank, N. A.",3110 Edge Point Drive,NC,"{""22.0"": 1}"
"Wells Fargo Bank, N. A.",5055 South Forte Apache Rd Las Vegas,NV,"{""22.0"": 1}"
"Wells Fargo Bank, N. A.",2211 Corbin Way Cedar Park,TX,"{""22.75"": 1}"
"Wells Fargo Bank, N. A.",2301 W White Ave,TX,"{""22.0"": 1}"
"Wells Fargo Bank, N. A.",5156 Timber Springs Schartz,TX,"{""21.0"": 1}"
"Whole Foods Market Group, Inc.",Birmingham,AL,"{""18.5"": 1}"
"Whole Foods Market Group, Inc.",Washington,DC,"{""16.0"": 1, ""18.0"": 1}"
"Whole Foods Market Group, Inc.",Fort Lauderdale,FL,"{""24.38"": 1}"
"Whole Foods Market Group, Inc.",Miami,FL,"{""16.0"": 1}"
"Whole Foods Market Group, Inc.",Plantation,FL,"{""24.0"": 1}"
"Whole Foods Market Group, Inc.",Boston,MA,"{""18.3"": 1}"
"Whole Foods Market Group, Inc.",Ypsilanti,MI,"{""17.91"": 1}"
"Whole Foods Market Group, Inc.",Charlotte,NC,"{""15.5"": 1}"
"Whole Foods Market Group, Inc.",Brooklyn,NY,"{""31.61"": 1}"
"Whole Foods Market Group, Inc.",East Elmhurst,NY,"{""18.0"": 1}"
"Whole Foods Market Group, Inc.",New York,NY,"{""18.0"": 1, ""28.72"": 1}"
"Whole Foods Market Group, Inc.",Woodside,NY,"{""18.03"": 1}"
"Whole Foods Market Group, Inc.",Johns Island,SC,"{""18.36"": 1}"